isolate_id	Isolate ID	Species Sort	Isolate Sort	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	ICTV_ID	Exemplar or additional isolate	Virus name(s)	Virus name abbreviation(s)	Virus isolate designation	Virus GENBANK accession	Genome coverage	Genome	Host source	Accessions Link	Editor Notes	QC_status	QC_taxon_inher_molecule	QC_taxon_change	QC_taxon_proposal
1010047	VMR1010047	11721	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Hohrdovirus		Hohrdovirus soladaptatum	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411256&ictv_id=ICTV202011256","ICTV202011256")	E	ssRNA phage Gerhypos.2_15			BK013441	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013441","NCBI Nucleotide")			ssRNA(+)	same	
1010048	VMR1010048	11722	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Hohrdovirus		Hohrdovirus solenecus	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411260&ictv_id=ICTV202011260","ICTV202011260")	E	ssRNA phage Zoerhiza.1_25			BK013836	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013836","NCBI Nucleotide")			ssRNA(+)	same	
1010049	VMR1010049	11723	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Hohrdovirus		Hohrdovirus solicola	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411257&ictv_id=ICTV202011257","ICTV202011257")	E	ssRNA phage Gerhypos.3_16			BK013556	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013556","NCBI Nucleotide")			ssRNA(+)	same	
1010050	VMR1010050	11724	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Hohrdovirus		Hohrdovirus solihabitans	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411261&ictv_id=ICTV202011261","ICTV202011261")	E	ssRNA phage Zoerhiza.1_5			BK013467	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013467","NCBI Nucleotide")			ssRNA(+)	same	
1010051	VMR1010051	11740	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Huhbevirus		Huhbevirus chthonadaptatum	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411266&ictv_id=ICTV202011266","ICTV202011266")	E	ssRNA phage Gephyllon.3_16			BK013488	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013488","NCBI Nucleotide")			ssRNA(+)	same	
1010052	VMR1010052	11741	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Huhbevirus		Huhbevirus chthonenecus	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411267&ictv_id=ICTV202011267","ICTV202011267")	E	ssRNA phage Gerhypos.4_18			BK013504	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013504","NCBI Nucleotide")			ssRNA(+)	same	
1010053	VMR1010053	11742	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Huhbevirus		Huhbevirus chthonocola	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411263&ictv_id=ICTV202011263","ICTV202011263")	E	ssRNA phage Gephyllon.4_7			BK013557	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013557","NCBI Nucleotide")			ssRNA(+)	same	
1010054	VMR1010054	11743	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Huhbevirus		Huhbevirus chthonohabitans	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411268&ictv_id=ICTV202011268","ICTV202011268")	E	ssRNA phage Gerhypos.4_20			BK013769	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013769","NCBI Nucleotide")			ssRNA(+)	same	
1010055	VMR1010055	11744	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Huhbevirus		Huhbevirus chthonovicinum	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411269&ictv_id=ICTV202011269","ICTV202011269")	E	ssRNA phage Gerhypos.4_63			BK013871	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013871","NCBI Nucleotide")			ssRNA(+)	same	
1010056	VMR1010056	11745	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Huhbevirus		Huhbevirus chthonovivens	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411270&ictv_id=ICTV202011270","ICTV202011270")	E	ssRNA phage Gerhypos.4_64			BK013424	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013424","NCBI Nucleotide")			ssRNA(+)	same	
1010057	VMR1010057	11758	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Huhbevirus		Huhbevirus geoadaptatum	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411271&ictv_id=ICTV202011271","ICTV202011271")	E	ssRNA phage Zoerhiza.1_13			BK013953	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013953","NCBI Nucleotide")			ssRNA(+)	same	
1010058	VMR1010058	11784	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Huhbevirus		Huhbevirus solivicinum	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411264&ictv_id=ICTV202011264","ICTV202011264")	E	ssRNA phage Esthiorhiza.1_5			BK013950	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013950","NCBI Nucleotide")			ssRNA(+)	same	
1010059	VMR1010059	11785	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Huhbevirus		Huhbevirus solivivens	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411265&ictv_id=ICTV202011265","ICTV202011265")	E	ssRNA phage Esthiorhiza.2_22			BK013426	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013426","NCBI Nucleotide")			ssRNA(+)	same	
1010060	VMR1010060	11791	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Huohcivirus		Huohcivirus geoenecus	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411273&ictv_id=ICTV202011273","ICTV202011273")	E	ssRNA phage Gerhypos.1_17			BK013963	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013963","NCBI Nucleotide")			ssRNA(+)	same	
1010061	VMR1010061	11795	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Huylevirus		Huylevirus limihabitans	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411275&ictv_id=ICTV202011275","ICTV202011275")	E	ssRNA phage SRR5467091_10			BK013659	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013659","NCBI Nucleotide")			ssRNA(+)	same	
1010062	VMR1010062	11797	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Hyjrovirus		Hyjrovirus geohabitans	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411277&ictv_id=ICTV202011277","ICTV202011277")	E	ssRNA phage Esthiorhiza.4_16			BK013897	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013897","NCBI Nucleotide")			ssRNA(+)	same	
1010063	VMR1010063	11440	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Hodnevirus		Hodnevirus isogeovicinum	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411279&ictv_id=ICTV202011279","ICTV202011279")	E	ssRNA phage Gephyllon.2_2			BK013798	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013798","NCBI Nucleotide")			ssRNA(+)	same	
1010064	VMR1010064	11799	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Iwahcevirus		Iwahcevirus pelovicinum	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411281&ictv_id=ICTV202011281","ICTV202011281")	E	ssRNA phage SRR6960799_32			BK013601	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013601","NCBI Nucleotide")			ssRNA(+)	same	
1010065	VMR1010065	11355	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Hodnevirus		Hodnevirus asiadaptatum	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411283&ictv_id=ICTV202011283","ICTV202011283")	E	ssRNA phage SRR5467091_16			BK013658	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013658","NCBI Nucleotide")			ssRNA(+)	same	
1010066	VMR1010066	10942	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Bicehmovirus		Bicehmovirus borborocola	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411285&ictv_id=ICTV202011285","ICTV202011285")	E	ssRNA phage SRR7976325_26			BK014199	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK014199","NCBI Nucleotide")			ssRNA(+)	same	
1010067	VMR1010067	11801	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Kecuhnavirus		Kecuhnavirus borborohabitans	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411287&ictv_id=ICTV202011287","ICTV202011287")	E	ssRNA phage SRR6960802_5			BK014161	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK014161","NCBI Nucleotide")			ssRNA(+)	same	
1010068	VMR1010068	11802	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Kecuhnavirus		Kecuhnavirus borborovicinum	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411289&ictv_id=ICTV202011289","ICTV202011289")	E	ssRNA phage SRR7976357_12			BK014216	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK014216","NCBI Nucleotide")			ssRNA(+)	same	
1010069	VMR1010069	11812	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Kecuhnavirus		Kecuhnavirus terrivicinum	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411288&ictv_id=ICTV202011288","ICTV202011288")	E	ssRNA phage Gerhypos.2_13			BK013423	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013423","NCBI Nucleotide")			ssRNA(+)	same	
1010070	VMR1010070	11508	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Hodnevirus		Hodnevirus neoagradaptatum	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411298&ictv_id=ICTV202011298","ICTV202011298")	E	ssRNA phage Zoerhiza.3_5			BK013567	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013567","NCBI Nucleotide")			ssRNA(+)	same	
1010071	VMR1010071	11418	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Hodnevirus		Hodnevirus isoagricola	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411299&ictv_id=ICTV202011299","ICTV202011299")	E	ssRNA phage Zoerhiza.4_13			BK013937	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013937","NCBI Nucleotide")			ssRNA(+)	same	
1010072	VMR1010072	11442	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Hodnevirus		Hodnevirus isohumadaptatum	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411291&ictv_id=ICTV202011291","ICTV202011291")	E	ssRNA phage Esthiorhiza.2_13			BK013481	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013481","NCBI Nucleotide")			ssRNA(+)	same	
1010073	VMR1010073	11443	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Hodnevirus		Hodnevirus isohumenecus	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411294&ictv_id=ICTV202011294","ICTV202011294")	E	ssRNA phage Esthiorhiza.4_17			BK013932	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013932","NCBI Nucleotide")			ssRNA(+)	same	
1010074	VMR1010074	11444	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Hodnevirus		Hodnevirus isohumicola	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411293&ictv_id=ICTV202011293","ICTV202011293")	E	ssRNA phage Esthiorhiza.3_7			BK013830	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013830","NCBI Nucleotide")			ssRNA(+)	same	
1010075	VMR1010075	11484	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Hodnevirus		Hodnevirus monohumihabitans	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411295&ictv_id=ICTV202011295","ICTV202011295")	E	ssRNA phage Gephyllon.2_3			BK013476	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013476","NCBI Nucleotide")			ssRNA(+)	same	
1010076	VMR1010076	11485	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Hodnevirus		Hodnevirus monohumivicinum	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411296&ictv_id=ICTV202011296","ICTV202011296")	E	ssRNA phage Gerhypos.4_26			BK013887	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013887","NCBI Nucleotide")			ssRNA(+)	same	
1010077	VMR1010077	11486	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Hodnevirus		Hodnevirus monohumivivens	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411297&ictv_id=ICTV202011297","ICTV202011297")	E	ssRNA phage Gerhypos.4_29			BK013834	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013834","NCBI Nucleotide")			ssRNA(+)	same	
1010078	VMR1010078	11500	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Hodnevirus		Hodnevirus monoterrivivens	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411292&ictv_id=ICTV202011292","ICTV202011292")	E	ssRNA phage Esthiorhiza.1_14			BK013465	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013465","NCBI Nucleotide")			ssRNA(+)	same	
1010079	VMR1010079	11813	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Kihsiravirus		Kihsiravirus limivicinum	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411301&ictv_id=ICTV202011301","ICTV202011301")	E	ssRNA phage SRR7976325_28			BK014196	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK014196","NCBI Nucleotide")			ssRNA(+)	same	
1010080	VMR1010080	11814	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Kinglevirus		Kinglevirus lutadaptatum	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411303&ictv_id=ICTV202011303","ICTV202011303")	E	ssRNA phage SRR5466337_3			BK014080	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK014080","NCBI Nucleotide")			ssRNA(+)	same	
1010081	VMR1010081	10863	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Alehxovirus		Alehxovirus asiadaptatum	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411306&ictv_id=ICTV202011306","ICTV202011306")	E	ssRNA phage SRR7976310_16			BK013734	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013734","NCBI Nucleotide")			ssRNA(+)	same	
1010082	VMR1010082	10899	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Alehxovirus		Alehxovirus pelovivens	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411305&ictv_id=ICTV202011305","ICTV202011305")	E	ssRNA phage SRR6960799_40			BK013596	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013596","NCBI Nucleotide")			ssRNA(+)	same	
1010083	VMR1010083	11821	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Laimuvirus		Laimuvirus asiocola	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411308&ictv_id=ICTV202011308","ICTV202011308")	E	ssRNA phage SRR6255733_6			BK013671	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013671","NCBI Nucleotide")			ssRNA(+)	same	
1010084	VMR1010084	11822	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Lazuovirus		Lazuovirus agrenecus	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411310&ictv_id=ICTV202011310","ICTV202011310")	E	ssRNA phage Zoerhiza.1_15			BK013914	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013914","NCBI Nucleotide")			ssRNA(+)	same	
1010085	VMR1010085	11478	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Hodnevirus		Hodnevirus monoagrihabitans	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411313&ictv_id=ICTV202011313","ICTV202011313")	E	ssRNA phage Esthiorhiza.2_17			BK013993	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013993","NCBI Nucleotide")			ssRNA(+)	same	
1010086	VMR1010086	11479	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Hodnevirus		Hodnevirus monoagrivicinum	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411314&ictv_id=ICTV202011314","ICTV202011314")	E	ssRNA phage Esthiorhiza.2_29			BK013943	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013943","NCBI Nucleotide")			ssRNA(+)	same	
1010087	VMR1010087	11480	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Hodnevirus		Hodnevirus monoagrivivens	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411315&ictv_id=ICTV202011315","ICTV202011315")	E	ssRNA phage Gerhypos.1_50			BK013878	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013878","NCBI Nucleotide")			ssRNA(+)	same	
1010088	VMR1010088	11481	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Hodnevirus		Hodnevirus monochoradaptatum	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411316&ictv_id=ICTV202011316","ICTV202011316")	E	ssRNA phage Gerhypos.4_8			BK013389	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013389","NCBI Nucleotide")			ssRNA(+)	same	
1010089	VMR1010089	11482	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Hodnevirus		Hodnevirus monochorenecus	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411317&ictv_id=ICTV202011317","ICTV202011317")	E	ssRNA phage Zoerhiza.2_2			BK013872	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013872","NCBI Nucleotide")			ssRNA(+)	same	
1010090	VMR1010090	11483	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Hodnevirus		Hodnevirus monochorocola	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411312&ictv_id=ICTV202011312","ICTV202011312")	E	ssRNA phage Zoerhiza.1_4			BK013968	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013968","NCBI Nucleotide")			ssRNA(+)	same	
1010091	VMR1010091	11841	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Lihvevirus		Lihvevirus borborenecus	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411319&ictv_id=ICTV202011319","ICTV202011319")	E	ssRNA phage SRR6960549_9			BK014152	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK014152","NCBI Nucleotide")			ssRNA(+)	same	
1010092	VMR1010092	11842	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Limaivirus		Limaivirus borborocola	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411321&ictv_id=ICTV202011321","ICTV202011321")	E	ssRNA phage SRR5466727_9			BK013641	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013641","NCBI Nucleotide")			ssRNA(+)	same	
1010093	VMR1010093	11843	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Limaivirus		Limaivirus borborohabitans	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411322&ictv_id=ICTV202011322","ICTV202011322")	E	ssRNA phage SRR5467090_7			BK014114	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK014114","NCBI Nucleotide")			ssRNA(+)	same	
1010094	VMR1010094	11866	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Lomnativirus		Lomnativirus arvihabitans	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411324&ictv_id=ICTV202011324","ICTV202011324")	E	ssRNA phage Gephyllon.3_9			BK013864	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013864","NCBI Nucleotide")			ssRNA(+)	same	
1010095	VMR1010095	11868	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Loptevirus		Loptevirus arvivicinum	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411326&ictv_id=ICTV202011326","ICTV202011326")	E	ssRNA phage Gerhypos.4_65			BK013538	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013538","NCBI Nucleotide")			ssRNA(+)	same	
1010096	VMR1010096	11869	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Loptevirus		Loptevirus arvivivens	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411328&ictv_id=ICTV202011328","ICTV202011328")	E	ssRNA phage Zoerhiza.2_17			BK013446	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013446","NCBI Nucleotide")			ssRNA(+)	same	
1010097	VMR1010097	11870	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Loptevirus		Loptevirus caenenecus	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411327&ictv_id=ICTV202011327","ICTV202011327")	E	ssRNA phage SRR6960799_34			BK014064	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK014064","NCBI Nucleotide")			ssRNA(+)	same	
1010098	VMR1010098	11887	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Luhtdivirus		Luhtdivirus caenihabitans	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411332&ictv_id=ICTV202011332","ICTV202011332")	E	ssRNA phage SRR6960551_14			BK013694	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013694","NCBI Nucleotide")			ssRNA(+)	same	
1010099	VMR1010099	11535	1	Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Hodnevirus		Hodnevirus neoedaphadaptatum	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202411331&ictv_id=ICTV202011331","ICTV202011331")	E	ssRNA phage Gerhypos.4_16			BK013563	Coding-complete genome	ssRNA(+)	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/BK013563","NCBI Nucleotide")			ssRNA(+)	same	
