subcommittee	code	docx	xlsx	row	change	rank	taxon	level	error	message	notes	scAbbrev	order	xlsxpath	path	basename	docpath	file
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	57	Create new	genus	Aspidivirus	WARNING	CREATE.PARENT_LINEAGE	Change=NEW, proposed parent taxon exists, but not with expected lineage, using observed lineage	PROPOSED//OBSERVED=[Inoviridae//Monodnaviria];[//Loebvirae];[//Hofneiviricota];[//Faserviricetes];[//Tubulavirales];[//Inoviridae], otherProposals=NA	NA	21	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	57	Create new	genus	Aspidivirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Aspidivirus'	NA	21	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	58	Create new	species	Aspidivirus 14	WARNING	CREATE.PARENT_LINEAGE	Change=NEW, proposed parent taxon exists, but not with expected lineage, using observed lineage	PROPOSED//OBSERVED=[Inoviridae//Monodnaviria];[Aspidivirus//Loebvirae];[//Hofneiviricota];[//Faserviricetes];[//Tubulavirales];[//Inoviridae];[//Aspidivirus], otherProposals=2024.035B.Uc.v3.Tubulavirales_34ng_49ns.zip:57	NA	67	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	58	Create new	species	Aspidivirus 14	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Aspidivirus;Aspidivirus 14'	NA	67	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	59	Create new	species	Aspidivirus 19	WARNING	CREATE.PARENT_LINEAGE	Change=NEW, proposed parent taxon exists, but not with expected lineage, using observed lineage	PROPOSED//OBSERVED=[Inoviridae//Monodnaviria];[Aspidivirus//Loebvirae];[//Hofneiviricota];[//Faserviricetes];[//Tubulavirales];[//Inoviridae];[//Aspidivirus], otherProposals=2024.035B.Uc.v3.Tubulavirales_34ng_49ns.zip:57	NA	68	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	59	Create new	species	Aspidivirus 19	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Aspidivirus;Aspidivirus 19'	NA	68	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	60	Create new	genus	Galbavirus	WARNING	CREATE.PARENT_LINEAGE	Change=NEW, proposed parent taxon exists, but not with expected lineage, using observed lineage	PROPOSED//OBSERVED=[Inoviridae//Monodnaviria];[//Loebvirae];[//Hofneiviricota];[//Faserviricetes];[//Tubulavirales];[//Inoviridae], otherProposals=NA	NA	22	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	60	Create new	genus	Galbavirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Galbavirus'	NA	22	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	61	Create new	species	Galbavirus 17	WARNING	CREATE.PARENT_LINEAGE	Change=NEW, proposed parent taxon exists, but not with expected lineage, using observed lineage	PROPOSED//OBSERVED=[Inoviridae//Monodnaviria];[Galbavirus//Loebvirae];[//Hofneiviricota];[//Faserviricetes];[//Tubulavirales];[//Inoviridae];[//Galbavirus], otherProposals=2024.035B.Uc.v3.Tubulavirales_34ng_49ns.zip:60	NA	69	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	61	Create new	species	Galbavirus 17	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Galbavirus;Galbavirus 17'	NA	69	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	62	Create new	genus	Reticulivirus	WARNING	CREATE.PARENT_LINEAGE	Change=NEW, proposed parent taxon exists, but not with expected lineage, using observed lineage	PROPOSED//OBSERVED=[Inoviridae//Monodnaviria];[//Loebvirae];[//Hofneiviricota];[//Faserviricetes];[//Tubulavirales];[//Inoviridae], otherProposals=NA	NA	23	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	62	Create new	genus	Reticulivirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Reticulivirus'	NA	23	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	63	Create new	species	Reticulivirus 11	WARNING	CREATE.PARENT_LINEAGE	Change=NEW, proposed parent taxon exists, but not with expected lineage, using observed lineage	PROPOSED//OBSERVED=[Inoviridae//Monodnaviria];[Reticulivirus//Loebvirae];[//Hofneiviricota];[//Faserviricetes];[//Tubulavirales];[//Inoviridae];[//Reticulivirus], otherProposals=2024.035B.Uc.v3.Tubulavirales_34ng_49ns.zip:62	NA	70	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	63	Create new	species	Reticulivirus 11	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Reticulivirus;Reticulivirus 11'	NA	70	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	64	Create new	genus	Pubesvirus	WARNING	CREATE.PARENT_LINEAGE	Change=NEW, proposed parent taxon exists, but not with expected lineage, using observed lineage	PROPOSED//OBSERVED=[Inoviridae//Monodnaviria];[//Loebvirae];[//Hofneiviricota];[//Faserviricetes];[//Tubulavirales];[//Inoviridae], otherProposals=NA	NA	24	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	64	Create new	genus	Pubesvirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Pubesvirus'	NA	24	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	65	Create new	species	Pubesvirus 29	WARNING	CREATE.PARENT_LINEAGE	Change=NEW, proposed parent taxon exists, but not with expected lineage, using observed lineage	PROPOSED//OBSERVED=[Inoviridae//Monodnaviria];[Pubesvirus//Loebvirae];[//Hofneiviricota];[//Faserviricetes];[//Tubulavirales];[//Inoviridae];[//Pubesvirus], otherProposals=2024.035B.Uc.v3.Tubulavirales_34ng_49ns.zip:64	NA	71	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	65	Create new	species	Pubesvirus 29	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Pubesvirus;Pubesvirus 29'	NA	71	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	66	Create new	genus	Prolivirus	WARNING	CREATE.PARENT_LINEAGE	Change=NEW, proposed parent taxon exists, but not with expected lineage, using observed lineage	PROPOSED//OBSERVED=[Inoviridae//Monodnaviria];[//Loebvirae];[//Hofneiviricota];[//Faserviricetes];[//Tubulavirales];[//Inoviridae], otherProposals=NA	NA	25	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	66	Create new	genus	Prolivirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Prolivirus'	NA	25	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	67	Create new	species	Prolivirus 37	WARNING	CREATE.PARENT_LINEAGE	Change=NEW, proposed parent taxon exists, but not with expected lineage, using observed lineage	PROPOSED//OBSERVED=[Inoviridae//Monodnaviria];[Prolivirus//Loebvirae];[//Hofneiviricota];[//Faserviricetes];[//Tubulavirales];[//Inoviridae];[//Prolivirus], otherProposals=2024.035B.Uc.v3.Tubulavirales_34ng_49ns.zip:66	NA	72	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	67	Create new	species	Prolivirus 37	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Prolivirus;Prolivirus 37'	NA	72	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	68	Create new	genus	Plantarivirus	WARNING	CREATE.PARENT_LINEAGE	Change=NEW, proposed parent taxon exists, but not with expected lineage, using observed lineage	PROPOSED//OBSERVED=[Inoviridae//Monodnaviria];[//Loebvirae];[//Hofneiviricota];[//Faserviricetes];[//Tubulavirales];[//Inoviridae], otherProposals=NA	NA	26	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	68	Create new	genus	Plantarivirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Plantarivirus'	NA	26	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	69	Create new	species	Plantarivirus 147	WARNING	CREATE.PARENT_LINEAGE	Change=NEW, proposed parent taxon exists, but not with expected lineage, using observed lineage	PROPOSED//OBSERVED=[Inoviridae//Monodnaviria];[Plantarivirus//Loebvirae];[//Hofneiviricota];[//Faserviricetes];[//Tubulavirales];[//Inoviridae];[//Plantarivirus], otherProposals=2024.035B.Uc.v3.Tubulavirales_34ng_49ns.zip:68	NA	73	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	69	Create new	species	Plantarivirus 147	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Plantarivirus;Plantarivirus 147'	NA	73	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	70	Create new	genus	Propagovirus	WARNING	CREATE.PARENT_LINEAGE	Change=NEW, proposed parent taxon exists, but not with expected lineage, using observed lineage	PROPOSED//OBSERVED=[Inoviridae//Monodnaviria];[//Loebvirae];[//Hofneiviricota];[//Faserviricetes];[//Tubulavirales];[//Inoviridae], otherProposals=NA	NA	27	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	70	Create new	genus	Propagovirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Propagovirus'	NA	27	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	71	Create new	species	Propagovirus nuni	WARNING	CREATE.PARENT_LINEAGE	Change=NEW, proposed parent taxon exists, but not with expected lineage, using observed lineage	PROPOSED//OBSERVED=[Inoviridae//Monodnaviria];[Propagovirus//Loebvirae];[//Hofneiviricota];[//Faserviricetes];[//Tubulavirales];[//Inoviridae];[//Propagovirus], otherProposals=2024.035B.Uc.v3.Tubulavirales_34ng_49ns.zip:70	NA	74	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	71	Create new	species	Propagovirus nuni	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Propagovirus;Propagovirus nuni'	NA	74	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	72	Create new	genus	Sarmentivirus	WARNING	CREATE.PARENT_LINEAGE	Change=NEW, proposed parent taxon exists, but not with expected lineage, using observed lineage	PROPOSED//OBSERVED=[Inoviridae//Monodnaviria];[//Loebvirae];[//Hofneiviricota];[//Faserviricetes];[//Tubulavirales];[//Inoviridae], otherProposals=NA	NA	28	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	72	Create new	genus	Sarmentivirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Sarmentivirus'	NA	28	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	73	Create new	species	Sarmentivirus 25	WARNING	CREATE.PARENT_LINEAGE	Change=NEW, proposed parent taxon exists, but not with expected lineage, using observed lineage	PROPOSED//OBSERVED=[Inoviridae//Monodnaviria];[Sarmentivirus//Loebvirae];[//Hofneiviricota];[//Faserviricetes];[//Tubulavirales];[//Inoviridae];[//Sarmentivirus], otherProposals=2024.035B.Uc.v3.Tubulavirales_34ng_49ns.zip:72	NA	75	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	73	Create new	species	Sarmentivirus 25	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Sarmentivirus;Sarmentivirus 25'	NA	75	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	74	Create new	genus	Acontivirus	WARNING	CREATE.PARENT_LINEAGE	Change=NEW, proposed parent taxon exists, but not with expected lineage, using observed lineage	PROPOSED//OBSERVED=[Inoviridae//Monodnaviria];[//Loebvirae];[//Hofneiviricota];[//Faserviricetes];[//Tubulavirales];[//Inoviridae], otherProposals=NA	NA	29	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	74	Create new	genus	Acontivirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Acontivirus'	NA	29	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	75	Create new	species	Acontivirus 21	WARNING	CREATE.PARENT_LINEAGE	Change=NEW, proposed parent taxon exists, but not with expected lineage, using observed lineage	PROPOSED//OBSERVED=[Inoviridae//Monodnaviria];[Acontivirus//Loebvirae];[//Hofneiviricota];[//Faserviricetes];[//Tubulavirales];[//Inoviridae];[//Acontivirus], otherProposals=2024.035B.Uc.v3.Tubulavirales_34ng_49ns.zip:74	NA	76	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	75	Create new	species	Acontivirus 21	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Acontivirus;Acontivirus 21'	NA	76	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	76	Create new	genus	Abaestuovirus	WARNING	CREATE.PARENT_LINEAGE	Change=NEW, proposed parent taxon exists, but not with expected lineage, using observed lineage	PROPOSED//OBSERVED=[Inoviridae//Monodnaviria];[//Loebvirae];[//Hofneiviricota];[//Faserviricetes];[//Tubulavirales];[//Inoviridae], otherProposals=NA	NA	30	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	76	Create new	genus	Abaestuovirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Abaestuovirus'	NA	30	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	77	Create new	species	Abaestuovirus 8	WARNING	CREATE.PARENT_LINEAGE	Change=NEW, proposed parent taxon exists, but not with expected lineage, using observed lineage	PROPOSED//OBSERVED=[Inoviridae//Monodnaviria];[Abaestuovirus//Loebvirae];[//Hofneiviricota];[//Faserviricetes];[//Tubulavirales];[//Inoviridae];[//Abaestuovirus], otherProposals=2024.035B.Uc.v3.Tubulavirales_34ng_49ns.zip:76	NA	77	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	77	Create new	species	Abaestuovirus 8	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Abaestuovirus;Abaestuovirus 8'	NA	77	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	78	Create new	genus	Xiphivirus	WARNING	CREATE.PARENT_LINEAGE	Change=NEW, proposed parent taxon exists, but not with expected lineage, using observed lineage	PROPOSED//OBSERVED=[Inoviridae//Monodnaviria];[//Loebvirae];[//Hofneiviricota];[//Faserviricetes];[//Tubulavirales];[//Inoviridae], otherProposals=NA	NA	31	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	78	Create new	genus	Xiphivirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Xiphivirus'	NA	31	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	79	Create new	species	Xiphivirus 2	WARNING	CREATE.PARENT_LINEAGE	Change=NEW, proposed parent taxon exists, but not with expected lineage, using observed lineage	PROPOSED//OBSERVED=[Inoviridae//Monodnaviria];[Xiphivirus//Loebvirae];[//Hofneiviricota];[//Faserviricetes];[//Tubulavirales];[//Inoviridae];[//Xiphivirus], otherProposals=2024.035B.Uc.v3.Tubulavirales_34ng_49ns.zip:78	NA	78	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	79	Create new	species	Xiphivirus 2	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Xiphivirus;Xiphivirus 2'	NA	78	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	80	Create new	genus	Catenatiovirus	WARNING	CREATE.PARENT_LINEAGE	Change=NEW, proposed parent taxon exists, but not with expected lineage, using observed lineage	PROPOSED//OBSERVED=[Inoviridae//Monodnaviria];[//Loebvirae];[//Hofneiviricota];[//Faserviricetes];[//Tubulavirales];[//Inoviridae], otherProposals=NA	NA	32	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	80	Create new	genus	Catenatiovirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Catenatiovirus'	NA	32	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	81	Create new	species	Catenatiovirus 32	WARNING	CREATE.PARENT_LINEAGE	Change=NEW, proposed parent taxon exists, but not with expected lineage, using observed lineage	PROPOSED//OBSERVED=[Inoviridae//Monodnaviria];[Catenatiovirus//Loebvirae];[//Hofneiviricota];[//Faserviricetes];[//Tubulavirales];[//Inoviridae];[//Catenatiovirus], otherProposals=2024.035B.Uc.v3.Tubulavirales_34ng_49ns.zip:80	NA	79	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	81	Create new	species	Catenatiovirus 32	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Catenatiovirus;Catenatiovirus 32'	NA	79	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	82	Create new	species	Staminivirus 6	WARNING	CREATE.PARENT_LINEAGE	Change=NEW, proposed parent taxon exists, but not with expected lineage, using observed lineage	PROPOSED//OBSERVED=[Inoviridae//Monodnaviria];[Staminivirus//Loebvirae];[//Hofneiviricota];[//Faserviricetes];[//Tubulavirales];[//Inoviridae];[//Staminivirus], otherProposals=NA	NA	80	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	82	Create new	species	Staminivirus 6	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Staminivirus;Staminivirus 6'	NA	80	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	83	Create new	genus	Circumitovirus	WARNING	CREATE.PARENT_LINEAGE	Change=NEW, proposed parent taxon exists, but not with expected lineage, using observed lineage	PROPOSED//OBSERVED=[Inoviridae//Monodnaviria];[//Loebvirae];[//Hofneiviricota];[//Faserviricetes];[//Tubulavirales];[//Inoviridae], otherProposals=NA	NA	33	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	83	Create new	genus	Circumitovirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Circumitovirus'	NA	33	NA	NA	NA	NA	NA
