Isolate ID	Species Sort	Isolate Sort	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	ICTV_ID	Exemplar or additional isolate	Virus name(s)	Virus name abbreviation(s)	Virus isolate designation	Virus GENBANK accession	Genome coverage	Genome	Host source	Accessions Link	Editor Notes	QC_status	QC_taxon_inher_molecule	QC_taxon_change	QC_taxon_proposal
=HYPERLINK("https://ictv.global/id/VMR1006741","VMR1006741")	3747	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Frickvirinae	Wizardvirus		Wizardvirus portcullis	=HYPERLINK("https://ictv.global/id/ICTV202113374","ICTV202113374")	E	Gordonia phage Portcullis			MT639651	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MT639651","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1006742","VMR1006742")	3748	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Frickvirinae	Wizardvirus		Wizardvirus rogerdodger	=HYPERLINK("https://ictv.global/id/ICTV202113382","ICTV202113382")	E	Gordonia phage RogerDodger			MK967381	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MK967381","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1006743","VMR1006743")	3749	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Frickvirinae	Wizardvirus		Wizardvirus smokingbunny	=HYPERLINK("https://ictv.global/id/ICTV202113376","ICTV202113376")	E	Gordonia phage SmokingBunny			MK814761	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MK814761","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1006744","VMR1006744")	3750	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Frickvirinae	Wizardvirus		Wizardvirus tillybobjoe	=HYPERLINK("https://ictv.global/id/ICTV202112765","ICTV202112765")	E	Gordonia phage TillyBobJoe			MH669015	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MH669015","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1006745","VMR1006745")	3751	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Frickvirinae	Wizardvirus		Wizardvirus twister6	=HYPERLINK("https://ictv.global/id/ICTV20175567","ICTV20175567")	E	Gordonia phage Twister6			KX557286	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KX557286","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1006746","VMR1006746")	3752	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Frickvirinae	Wizardvirus		Wizardvirus valary	=HYPERLINK("https://ictv.global/id/ICTV202113380","ICTV202113380")	E	Gordonia phage Valary			MK864267	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MK864267","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1006747","VMR1006747")	3753	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Frickvirinae	Wizardvirus		Wizardvirus vandewege	=HYPERLINK("https://ictv.global/id/ICTV202113383","ICTV202113383")	E	Gordonia phage VanDeWege			MK864264	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MK864264","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1006748","VMR1006748")	3754	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Frickvirinae	Wizardvirus		Wizardvirus wizard	=HYPERLINK("https://ictv.global/id/ICTV20175568","ICTV20175568")	E	Gordonia phage Wizard			KU998234	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KU998234","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1005070","VMR1005070")	3755	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Dexdertvirus		Dexdertvirus dexdert	=HYPERLINK("https://ictv.global/id/ICTV202113518","ICTV202113518")	E	Gordonia phage Dexdert			MW314849	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MW314849","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1005071","VMR1005071")	3756	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Dexdertvirus		Dexdertvirus GTE6	=HYPERLINK("https://ictv.global/id/ICTV202113519","ICTV202113519")	E	Gordonia phage GTE6			KR053200	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KR053200","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1028994","VMR1028994")	3757	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Dexdertvirus		Dexdertvirus kwekel	=HYPERLINK("https://ictv.global/id/ICTV202420851","ICTV202420851")	E	Gordonia phage Kwekel			OR521074	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/OR521074","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1005072","VMR1005072")	3758	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Dexdertvirus		Dexdertvirus tiamoceli	=HYPERLINK("https://ictv.global/id/ICTV202113520","ICTV202113520")	E	Gordonia phage Tiamoceli			MK433264	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MK433264","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1005771","VMR1005771")	3759	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Kroosvirus		Kroosvirus ashertheman	=HYPERLINK("https://ictv.global/id/ICTV202112385","ICTV202112385")	E	Gordonia phage Ashertheman			MH651168	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MH651168","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1005772","VMR1005772")	3760	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Kroosvirus		Kroosvirus bizzy	=HYPERLINK("https://ictv.global/id/ICTV202112387","ICTV202112387")	E	Gordonia phage Bizzy			MH976509	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MH976509","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1005773","VMR1005773")	3761	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Kroosvirus		Kroosvirus gaea	=HYPERLINK("https://ictv.global/id/ICTV202112386","ICTV202112386")	E	Gordonia phage Gaea			MH976511	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MH976511","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1005774","VMR1005774")	3762	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Kroosvirus		Kroosvirus jksyngboy	=HYPERLINK("https://ictv.global/id/ICTV202112383","ICTV202112383")	E	Gordonia phage JKSyngboy			MT723937	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MT723937","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1005775","VMR1005775")	3763	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Kroosvirus		Kroosvirus kroos	=HYPERLINK("https://ictv.global/id/ICTV202112382","ICTV202112382")	E	Gordonia phage Kroos			MH976513	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MH976513","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1005776","VMR1005776")	3764	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Kroosvirus		Kroosvirus ribeye	=HYPERLINK("https://ictv.global/id/ICTV202112389","ICTV202112389")	E	Gordonia phage Ribeye			MH450129	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MH450129","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1005777","VMR1005777")	3765	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Kroosvirus		Kroosvirus tangerine	=HYPERLINK("https://ictv.global/id/ICTV202112388","ICTV202112388")	E	Gordonia phage Tangerine			MK967396	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MK967396","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1005778","VMR1005778")	3766	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Kroosvirus		Kroosvirus yorkonyx	=HYPERLINK("https://ictv.global/id/ICTV202112384","ICTV202112384")	E	Gordonia phage YorkOnyx			MT723941	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MT723941","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1005826","VMR1005826")	3767	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Leonardvirus		Leonardvirus ali17	=HYPERLINK("https://ictv.global/id/ICTV202112398","ICTV202112398")	E	Gordonia phage Ali17			MH669000	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MH669000","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1005827","VMR1005827")	3768	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Leonardvirus		Leonardvirus emoore	=HYPERLINK("https://ictv.global/id/ICTV202112396","ICTV202112396")	E	Gordonia phage EMoore			MN586047	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MN586047","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1005828","VMR1005828")	3769	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Leonardvirus		Leonardvirus leonard	=HYPERLINK("https://ictv.global/id/ICTV202112395","ICTV202112395")	E	Gordonia phage Leonard			MN586026	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MN586026","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1005829","VMR1005829")	3770	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Leonardvirus		Leonardvirus melbins	=HYPERLINK("https://ictv.global/id/ICTV202112397","ICTV202112397")	E	Gordonia phage MelBins			MN586028	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MN586028","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1028769","VMR1028769")	3771	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Leonardvirus		Leonardvirus phauci	=HYPERLINK("https://ictv.global/id/ICTV202420856","ICTV202420856")	E	Gordonia phage Phauci			ON456349	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/ON456349","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1006701","VMR1006701")	3772	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Vividuovirus		Vividuovirus ailee	=HYPERLINK("https://ictv.global/id/ICTV202112690","ICTV202112690")	E	Gordonia phage Ailee			MH976507	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MH976507","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1006702","VMR1006702")	3773	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Vividuovirus		Vividuovirus angelicage	=HYPERLINK("https://ictv.global/id/ICTV202112694","ICTV202112694")	E	Gordonia phage Angelicage			MH651166	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MH651166","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1006703","VMR1006703")	3774	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Vividuovirus		Vividuovirus barsten	=HYPERLINK("https://ictv.global/id/ICTV202112685","ICTV202112685")	E	Gordonia phage Barsten			MT498035	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MT498035","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1006704","VMR1006704")	3775	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Vividuovirus		Vividuovirus bibwit	=HYPERLINK("https://ictv.global/id/ICTV202112688","ICTV202112688")	E	Gordonia phage Bibwit			MH976508	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MH976508","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1006705","VMR1006705")	3776	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Vividuovirus		Vividuovirus brandonk123	=HYPERLINK("https://ictv.global/id/ICTV201856792","ICTV201856792")	E	Gordonia phage Brandonk123			MG812487	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MG812487","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1006706","VMR1006706")	3777	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Vividuovirus		Vividuovirus fosterous	=HYPERLINK("https://ictv.global/id/ICTV202112691","ICTV202112691")	E	Gordonia phage Fosterous			MH976510	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MH976510","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1006707","VMR1006707")	3778	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Vividuovirus		Vividuovirus galadriel	=HYPERLINK("https://ictv.global/id/ICTV202112696","ICTV202112696")	E	Gordonia phage Galadriel			MK937594	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MK937594","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1006708","VMR1006708")	3779	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Vividuovirus		Vividuovirus geodirt	=HYPERLINK("https://ictv.global/id/ICTV202112686","ICTV202112686")	E	Gordonia phage Geodirt			MH976512	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MH976512","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1006709","VMR1006709")	3780	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Vividuovirus		Vividuovirus jabberwocky	=HYPERLINK("https://ictv.global/id/ICTV202112684","ICTV202112684")	E	Gordonia phage Jabberwocky			MN329673	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MN329673","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1006710","VMR1006710")	3781	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Vividuovirus		Vividuovirus keitabear	=HYPERLINK("https://ictv.global/id/ICTV202112689","ICTV202112689")	E	Gordonia phage Keitabear			MN329677	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MN329677","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1006700","VMR1006700")	3782	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Vividuovirus		Vividuovirus lennon	=HYPERLINK("https://ictv.global/id/ICTV201856793","ICTV201856793")	E	Gordonia phage Lennon			MF919514	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MF919514","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1006711","VMR1006711")	3783	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Vividuovirus		Vividuovirus love	=HYPERLINK("https://ictv.global/id/ICTV202112699","ICTV202112699")	E	Gordonia phage Love			MT723934	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MT723934","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1006712","VMR1006712")	3784	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Vividuovirus		Vividuovirus mckinley	=HYPERLINK("https://ictv.global/id/ICTV202112697","ICTV202112697")	E	Gordonia phage McKinley			MK977702	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MK977702","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1006713","VMR1006713")	3785	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Vividuovirus		Vividuovirus nordenberg	=HYPERLINK("https://ictv.global/id/ICTV202112695","ICTV202112695")	E	Gordonia phage Nordenberg			MH976514	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MH976514","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1006714","VMR1006714")	3786	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Vividuovirus		Vividuovirus paries	=HYPERLINK("https://ictv.global/id/ICTV202112698","ICTV202112698")	E	Gordonia phage Paries			MT639640	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MT639640","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1006715","VMR1006715")	3787	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Vividuovirus		Vividuovirus rofo	=HYPERLINK("https://ictv.global/id/ICTV202112692","ICTV202112692")	E	Gordonia phage Rofo			MH479924	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MH479924","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1028504","VMR1028504")	3788	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Vividuovirus		Vividuovirus sitar	=HYPERLINK("https://ictv.global/id/ICTV202420850","ICTV202420850")	E	Gordonia phage Sitar			MH153809	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MH153809","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1006716","VMR1006716")	3789	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Vividuovirus		Vividuovirus stultus	=HYPERLINK("https://ictv.global/id/ICTV202112687","ICTV202112687")	E	Gordonia phage Stultus			MH976518	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MH976518","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1006717","VMR1006717")	3790	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Vividuovirus		Vividuovirus tangent	=HYPERLINK("https://ictv.global/id/ICTV202112693","ICTV202112693")	E	Gordonia phage Tangent			MH976519	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MH976519","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1006718","VMR1006718")	3791	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Vividuovirus		Vividuovirus vivi2	=HYPERLINK("https://ictv.global/id/ICTV201856791","ICTV201856791")	E	Gordonia phage Vivi2			KU963250	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KU963250","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1028095","VMR1028095")	3792	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Zitchvirus		Zitchvirus apunk	=HYPERLINK("https://ictv.global/id/ICTV202420855","ICTV202420855")	E	Gordonia phage APunk			ON755186	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/ON755186","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1029290","VMR1029290")	3793	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Zitchvirus		Zitchvirus sampson	=HYPERLINK("https://ictv.global/id/ICTV202420854","ICTV202420854")	E	Gordonia phage Sampson			ON456337	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/ON456337","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1028131","VMR1028131")	3794	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Zitchvirus		Zitchvirus tardus	=HYPERLINK("https://ictv.global/id/ICTV202420852","ICTV202420852")	E	Gordonia phage Tardus			ON392159	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/ON392159","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1006776","VMR1006776")	3795	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Zitchvirus		Zitchvirus verity	=HYPERLINK("https://ictv.global/id/ICTV202113422","ICTV202113422")	E	Gordonia phage Verity			MK937611	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MK937611","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1028621","VMR1028621")	3796	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Zitchvirus		Zitchvirus viaconlectus	=HYPERLINK("https://ictv.global/id/ICTV202420853","ICTV202420853")	E	Gordonia phage ViaConlectus			OP068342	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/OP068342","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1006777","VMR1006777")	3797	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Zitchvirus		Zitchvirus zipp	=HYPERLINK("https://ictv.global/id/ICTV202113421","ICTV202113421")	E	Gordonia phage Zipp			MK937607	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MK937607","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1006778","VMR1006778")	3798	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae	Schenleyvirinae	Zitchvirus		Zitchvirus zitch	=HYPERLINK("https://ictv.global/id/ICTV202113420","ICTV202113420")	E	Gordonia phage Zitch			MT498036	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MT498036","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1005837","VMR1005837")	3799	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stackebrandtviridae		Lilbeanievirus		Lilbeanievirus lilbeanie	=HYPERLINK("https://ictv.global/id/ICTV202112400","ICTV202112400")	E	Gordonia phage Lilbeanie			MW314850	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MW314850","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1002513","VMR1002513")	3800	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stanwilliamsviridae	Boydwoodruffvirinae	Coruscantvirus		Coruscantvirus coruscant	=HYPERLINK("https://ictv.global/id/ICTV202214932","ICTV202214932")	E	Streptomyces phage Coruscant			MT711976	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MT711976","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1002514","VMR1002514")	3801	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stanwilliamsviridae	Boydwoodruffvirinae	Karimacvirus		Karimacvirus karimac	=HYPERLINK("https://ictv.global/id/ICTV202010145","ICTV202010145")	E	Streptomyces phage Karimac			MH590599	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MH590599","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1002515","VMR1002515")	3802	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stanwilliamsviridae	Boydwoodruffvirinae	Karimacvirus		Karimacvirus lukecage	=HYPERLINK("https://ictv.global/id/ICTV202010146","ICTV202010146")	E	Streptomyces phage LukeCage			MH590597	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MH590597","NCBI Nucleotide")			dsDNA	same	
